404,117,0.03134942054748535,
404,118,0.06543207168579102,
404,126,0.09994125366210938,
405,131,0.13149404525756836,
405,136,0.1653752326965332,
406,146,0.2005455493927002,
406,152,0.23319244384765625,
406,158,0.2644960880279541,
407,170,0.2961916923522949,
407,177,0.3317146301269531,
408,184,0.364361047744751,
409,199,0.39627790451049805,
409,207,0.43187856674194336,
410,216,0.4634726047515869,
411,235,0.500302791595459,
411,245,0.5322625637054443,
412,256,0.5638196468353271,
413,279,0.5973777770996094,
414,292,0.6313402652740479,
415,306,0.6645081043243408,
417,336,0.7004096508026123,
417,354,0.7304844856262207,
419,372,0.7637350559234619,
421,414,0.8083996772766113,
422,439,0.8313999176025391,
424,461,0.864171028137207,
