401,117,0.03481245040893555,
400,119,0.06675601005554199,
400,124,0.10166478157043457,
400,134,0.13367557525634766,
400,139,0.16919350624084473,
399,149,0.19989705085754395,
399,157,0.23296236991882324,
398,164,0.2671937942504883,
398,170,0.3081185817718506,
398,184,0.333965539932251,
398,184,0.36891746520996094,
397,206,0.40203094482421875,
396,218,0.433978796005249,
395,236,0.46793651580810547,
395,239,0.50191330909729,
394,261,0.5341775417327881,
394,261,0.5510904788970947,
393,287,0.5830821990966797,
393,301,0.6161763668060303,
392,316,0.6490600109100342,
391,351,0.6824607849121094,
390,369,0.7179288864135742,
389,390,0.7502264976501465,
387,440,0.7829649448394775,
386,464,0.8168668746948242,
385,479,0.8495273590087891,
