401,117,0.030953168869018555,
401,120,0.06554055213928223,
400,124,0.10068202018737793,
400,135,0.13215947151184082,
400,135,0.16692161560058594,
399,146,0.20002031326293945,
399,152,0.2340388298034668,
399,165,0.2663452625274658,
398,171,0.29879045486450195,
398,187,0.33417510986328125,
397,195,0.36568474769592285,
397,203,0.39865875244140625,
396,221,0.43217897415161133,
396,221,0.4641082286834717,
395,242,0.5002336502075195,
394,266,0.5331540107727051,
394,278,0.5671429634094238,
393,292,0.5990850925445557,
392,323,0.6319103240966797,
391,339,0.6662111282348633,
391,359,0.6831660270690918,
390,378,0.7151083946228027,
389,400,0.750009298324585,
388,449,0.7833094596862793,
387,474,0.8150050640106201,
377,485,0.8502688407897949,
