18,10,2,
0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.339139,-0.400087,1.24719,0.92071,0.316361,-0.320834,-0.530435,-1.41516,0.224297,-0.880862,-0.976233,0.0426011,-0.960554,-0.120524,0.496616,0.561153,-0.480456,-0.962131,-0.306084,
0.0804514,-0.87282,-0.102363,-0.0405006,-0.82482,-0.189837,-0.0168792,0.249452,1.33084,-1.38225,-0.247079,0.168553,-1.16162,-0.764684,1.15214,0.94957,-0.535099,0.256226,0.624046,
-0.775727,0.588317,-0.637099,0.110947,-0.171095,-0.417872,0.879694,-0.399819,-1.90933,0.605887,-0.762748,-0.174294,-1.0316,-0.506995,-0.400867,-0.452342,-0.330945,-0.502776,-0.841232,
0.697184,0.0665952,-0.25378,0.0596151,0.409917,0.0642042,1.02325,-0.632069,0.429166,0.799111,-0.500831,0.0606161,-0.302895,0.324425,-0.688003,0.210668,-0.480959,0.0305337,0.219447,
-0.80395,0.608905,-0.295594,0.617471,0.159448,0.564946,0.539433,0.472773,0.94345,-0.0683561,-0.464189,-0.85054,-0.908612,-0.667277,0.64964,0.610325,0.477863,0.199411,0.166901,
0.814585,0.436832,-1.10409,-0.246144,-0.953604,-0.949539,-0.729502,1.07299,1.35295,-0.684729,0.249045,-0.118465,-0.318703,-0.681274,-0.203803,0.21429,-0.485689,-0.338807,-0.430022,
0.334438,0.601461,0.307576,-0.171819,-0.212631,0.082767,0.840914,-0.314954,-0.616909,-0.628841,1.43249,0.253634,-0.970341,0.512062,0.109028,-0.873862,0.00183263,0.965105,0.436474,
1.23784,0.0341568,0.0128461,0.0148216,-0.0271701,-0.196709,0.192252,-1.68734,1.21448,0.153973,1.00262,1.07113,-0.0166762,0.0523367,0.147994,0.288902,0.464618,-0.214875,0.406187,
0.823436,0.978183,-0.0257233,0.629414,-0.640725,-1.07156,-0.957976,0.369992,1.26851,0.536969,-2.29533,-1.77149,-1.45106,0.565828,0.808748,-1.01979,-0.983685,0.313414,0.577308,
0.512291,0.650773,-1.10819,-0.815205,0.0305885,0.517782,0.353258,-0.185244,0.73533,-0.279547,0.161025,-0.228626,-0.327334,0.907172,-0.723372,0.134091,-0.423959,0.699833,0.713342,
0,0,0,0,0,0,0,0,0,0,0,
-0.336888,0.249008,-0.341314,-0.879471,1.35782,1.24262,0.414251,0.973624,-0.552815,-0.1826,-1.28355,
-0.309367,-1.89941,1.58134,0.127221,1.68237,-0.867608,-1.78405,1.04497,-1.50611,2.27025,-0.336771,
