401, 120, 0.03284621238708496
401, 127, 0.06330537796020508
401, 129, 0.09821248054504395
401, 139, 0.13279390335083008
400, 145, 0.16558337211608887
400, 151, 0.19909906387329102
400, 164, 0.23279094696044922
400, 170, 0.2632160186767578
399, 178, 0.29915404319763184
399, 193, 0.3329629898071289
399, 193, 0.36527514457702637
399, 210, 0.39933156967163086
398, 229, 0.4324791431427002
398, 239, 0.46613597869873047
398, 250, 0.49829792976379395
397, 275, 0.5322299003601074
397, 288, 0.5668082237243652
396, 302, 0.5830769538879395
396, 318, 0.6157925128936768
395, 334, 0.6482236385345459
395, 371, 0.6833717823028564
394, 392, 0.7162871360778809
393, 410, 0.7501950263977051
