402, 121, 0.03468728065490723
402, 125, 0.0673379898071289
402, 130, 0.10111188888549805
402, 140, 0.1333179473876953
402, 146, 0.16823697090148926
402, 151, 0.20013833045959473
402, 164, 0.23627567291259766
402, 169, 0.2679922580718994
402, 176, 0.30014801025390625
402, 191, 0.33325624465942383
402, 206, 0.36716580390930176
402, 206, 0.3982553482055664
403, 224, 0.4332573413848877
402, 243, 0.46625304222106934
402, 254, 0.5007169246673584
402, 265, 0.5333473682403564
403, 290, 0.5715961456298828
403, 303, 0.5998756885528564
403, 318, 0.6333978176116943
403, 351, 0.667912483215332
403, 368, 0.7000777721405029
403, 387, 0.7343192100524902
