405, 120, 0.029322385787963867
405, 124, 0.06505155563354492
406, 134, 0.09722375869750977
406, 140, 0.12975835800170898
407, 146, 0.16666030883789062
408, 158, 0.19810914993286133
408, 165, 0.23112797737121582
409, 171, 0.2641139030456543
410, 186, 0.2999691963195801
410, 186, 0.33089661598205566
411, 202, 0.36597275733947754
413, 221, 0.3993871212005615
413, 221, 0.4296994209289551
415, 241, 0.4670283794403076
416, 264, 0.4980306625366211
416, 264, 0.5309715270996094
418, 291, 0.5659618377685547
421, 321, 0.5968658924102783
421, 321, 0.631436824798584
423, 356, 0.663923978805542
427, 398, 0.695460319519043
427, 398, 0.7296886444091797
