402, 118, 0.033893585205078125
402, 119, 0.06591176986694336
402, 128, 0.09988713264465332
402, 137, 0.13305449485778809
402, 138, 0.1669776439666748
402, 149, 0.20159196853637695
402, 162, 0.23404240608215332
402, 162, 0.2675333023071289
402, 175, 0.3023102283477783
402, 182, 0.3344419002532959
402, 190, 0.36807799339294434
402, 206, 0.4015684127807617
402, 206, 0.4176158905029297
402, 224, 0.4509763717651367
402, 234, 0.48491978645324707
402, 245, 0.5182719230651855
402, 267, 0.5501365661621094
401, 280, 0.5841240882873535
401, 294, 0.6178724765777588
402, 324, 0.6524772644042969
402, 340, 0.6838607788085938
402, 358, 0.7182748317718506
402, 399, 0.7495362758636475
401, 413, 0.784257173538208
