399,119,0.03318905830383301,
398,122,0.06821298599243164,
397,127,0.10023665428161621,
397,137,0.13519859313964844,
396,143,0.16658496856689453,
396,148,0.1981348991394043,
394,161,0.23484420776367188,
394,167,0.2669374942779541,
393,174,0.3018796443939209,
393,181,0.33495378494262695,
391,196,0.3688995838165283,
391,196,0.40004920959472656,
389,222,0.43495607376098633,
388,232,0.46718382835388184,
388,232,0.5012109279632568,
385,265,0.5344047546386719,
384,276,0.5672190189361572,
382,290,0.6013815402984619,
382,290,0.6334965229034424,
378,334,0.668210506439209,
378,334,0.7011318206787109,
376,352,0.7344861030578613,
371,414,0.7682442665100098,
371,414,0.8011844158172607,
365,480,0.8350491523742676,
365,480,0.8692710399627686,
