398, 118, 0.03332376480102539
397, 121, 0.06671977043151855
396, 130, 0.09990811347961426
396, 130, 0.1348130702972412
396, 140, 0.16691207885742188
394, 152, 0.20000910758972168
393, 163, 0.2341763973236084
393, 163, 0.2681088447570801
391, 176, 0.2998964786529541
391, 183, 0.33400988578796387
390, 191, 0.3681955337524414
389, 198, 0.4009518623352051
387, 215, 0.43390369415283203
386, 224, 0.46686720848083496
385, 233, 0.5001904964447021
383, 254, 0.5334856510162354
382, 265, 0.5668489933013916
379, 290, 0.601292610168457
378, 303, 0.6348199844360352
374, 333, 0.6676969528198242
372, 351, 0.7014992237091064
370, 368, 0.7354691028594971
368, 387, 0.7679431438446045
366, 407, 0.8011207580566406
