404, 117, 0.03257894515991211
404, 123, 0.06474065780639648
405, 128, 0.09926915168762207
405, 134, 0.13143682479858398
405, 144, 0.16506171226501465
406, 150, 0.19868993759155273
406, 156, 0.2391338348388672
407, 169, 0.2671022415161133
407, 169, 0.29940152168273926
408, 184, 0.3314666748046875
409, 199, 0.36667799949645996
409, 208, 0.39893293380737305
410, 217, 0.4329061508178711
411, 237, 0.4639286994934082
411, 248, 0.5001833438873291
412, 259, 0.5316164493560791
413, 284, 0.5652081966400146
414, 298, 0.6004774570465088
415, 313, 0.6314816474914551
417, 346, 0.6671609878540039
418, 365, 0.6992764472961426
419, 385, 0.7335433959960938
