401,117,0.03487706184387207,
401,119,0.0759439468383789,
401,126,0.09878897666931152,
400,137,0.13109302520751953,
400,137,0.1716170310974121,
400,148,0.19915270805358887,
400,153,0.23368620872497559,
399,160,0.26773881912231445,
399,172,0.29989075660705566,
399,179,0.3334496021270752,
398,187,0.36719489097595215,
398,202,0.4013679027557373,
397,220,0.4353787899017334,
397,220,0.4674375057220459,
397,239,0.5011372566223145,
396,250,0.533733606338501,
396,261,0.5658657550811768,
395,286,0.5989758968353271,
394,314,0.6327600479125977,
394,314,0.6661686897277832,
393,347,0.7002854347229004,
391,384,0.732459545135498,
391,384,0.7663917541503906,
390,431,0.7989866733551025,
390,453,0.8330004215240479,
389,475,0.8671014308929443,
