398, 120, 0.034090280532836914
398, 124, 0.06617188453674316
397, 129, 0.10126113891601562
397, 139, 0.13487005233764648
396, 145, 0.16778302192687988
396, 151, 0.20026445388793945
394, 164, 0.23409628868103027
394, 170, 0.26696062088012695
393, 178, 0.30099964141845703
392, 193, 0.3348724842071533
391, 201, 0.3667869567871094
390, 210, 0.4009854793548584
389, 229, 0.43294811248779297
388, 240, 0.46689391136169434
387, 251, 0.5008034706115723
384, 275, 0.5339462757110596
383, 288, 0.5669431686401367
382, 303, 0.6008861064910889
379, 334, 0.6339380741119385
377, 353, 0.6673855781555176
376, 372, 0.7019245624542236
372, 411, 0.7337579727172852
