400, 118, 0.03351092338562012
400, 121, 0.06642293930053711
400, 130, 0.09949159622192383
400, 135, 0.13140606880187988
399, 140, 0.16697311401367188
399, 151, 0.19839763641357422
399, 157, 0.23250699043273926
398, 164, 0.2663862705230713
398, 176, 0.2994070053100586
397, 183, 0.3325216770172119
397, 190, 0.3648853302001953
396, 207, 0.399324893951416
396, 215, 0.4323272705078125
396, 224, 0.46939730644226074
395, 244, 0.49913549423217773
395, 244, 0.5323216915130615
394, 265, 0.5664205551147461
393, 290, 0.5997414588928223
392, 304, 0.6326110363006592
392, 318, 0.668649435043335
390, 351, 0.6994376182556152
389, 368, 0.7334191799163818
388, 388, 0.7657835483551025
