405,118,0.03091597557067871,
405,121,0.06621122360229492,
406,130,0.09848856925964355,
407,136,0.15909743309020996,
407,136,0.1830136775970459,
408,147,0.19996857643127441,
409,159,0.23352980613708496,
410,171,0.26598048210144043,
410,171,0.2991163730621338,
411,185,0.3426322937011719,
412,200,0.38380980491638184,
412,200,0.39984679222106934,
413,209,0.4427676200866699,
415,237,0.48603057861328125,
415,237,0.500990629196167,
417,258,0.531449556350708,
419,282,0.5939428806304932,
419,282,0.6188743114471436,
422,309,0.6364421844482422,
425,341,0.6661028861999512,
425,341,0.708794116973877,
428,377,0.7541604042053223,
428,377,0.7681229114532471,
432,421,0.8084681034088135,
433,445,0.8332619667053223,
435,468,0.8491768836975098,
