18,10,2,
0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1.01054,0.124258,-0.973043,-0.0625622,0.426471,0.753113,0.081944,1.70646,-0.327551,0.00997238,-0.646469,-0.371737,0.159672,-0.666826,-0.454776,0.45502,-1.0373,-1.01781,0.76603,
-0.536971,-0.563388,-0.821393,0.33843,-0.868609,-0.305258,0.162969,0.766721,-0.865404,1.02023,-1.74457,-0.257523,0.686668,0.523188,-0.33369,-0.105039,-0.040072,0.654262,-0.323045,
0.374626,0.182193,-0.55754,-1.01477,0.298982,-0.378189,-1.17802,0.400121,0.144146,-0.215282,-0.0534379,-0.267547,0.207145,-0.281358,0.656301,-0.71995,-0.142091,0.0405227,-0.347204,
-0.824477,-0.531845,-0.254218,0.244883,0.57161,-0.721007,-0.639514,0.995788,-1.62608,0.291958,0.849961,-1.67536,0.338333,0.164084,-0.00853548,2.25797,1.63725,1.44395,-0.630203,
-0.435187,-0.0147348,0.509233,0.0351379,-0.0411456,0.45048,-1.17098,-0.312466,-0.216331,-0.532732,-0.323942,-0.649401,-0.580822,0.750524,-0.0647856,1.07126,-0.0499476,-0.689402,0.230162,
0.521364,0.871283,-0.261849,0.565226,-0.22297,-0.506892,1.29801,1.03279,-0.338985,0.822355,0.782725,-3.14516,-0.963231,0.315708,0.787306,0.163041,0.469234,1.00976,-0.328662,
0.393606,-0.19676,-0.065897,-0.25598,-0.842439,0.00111026,-0.029846,1.35887,-0.663316,-0.6539,-2.11289,-0.624696,-1.44628,-0.647234,0.697034,-1.47462,-1.63284,0.611728,0.910468,
-0.139719,-0.63618,0.666857,0.3538,0.695152,-0.762547,0.575228,0.914324,-0.513929,-0.162939,-0.0572388,0.365616,-0.413978,-0.0595606,-0.484949,0.129783,0.209173,0.0420035,-0.348552,
-0.225214,-0.819,-0.636644,-0.723594,1.01304,0.360232,-0.675961,0.916535,-0.0587211,-0.674607,0.581319,0.861819,-1.02768,0.346629,-0.495054,-0.899336,0.807272,0.451506,-0.379903,
-0.26495,0.381043,-1.37017,-1.19932,-1.09938,-0.914261,-1.01564,0.338718,1.20822,-0.0643619,-0.668485,0.496634,-0.0101413,0.280264,0.601395,-0.817419,-1.19437,-1.55109,-0.547205,
0,0,0,0,0,0,0,0,0,0,0,
0.378959,-0.63393,-0.532081,-0.742657,-0.556667,-0.479565,0.787377,0.251679,1.46565,-1.06014,0.281522,
-0.708676,-1.07079,2.58112,-0.978204,-2.15565,-0.283112,2.11059,2.09428,-1.1253,1.03391,-1.16043,
