0.215315, -0.500418, 0.0296166, 0.965589
-0.132008, 1.10435, 0.00734722, 0.0726183
0.359882, -0.56145, 0.359482, 1.15121e-05
-0.166405, -0.616959, 0.00310245, 4.18031e-06
1.05794, 0.267843, 0.99256, 0.486532
0.576068, 0.886512, 0.484337, 1.16394e-05
-0.169483, 0.41991, 0.00313928, 0.123809
1.58101, 0.203601, 0.99943, 0.998636
-0.861625, -1.46358, 6.03236e-05, 0.00572252
-0.0494527, -0.84545, 0.0383684, 0.0153619
-1.9142, 0.245672, 4.13599e-05, 0.00182203
-0.847484, 1.23459, 7.60952e-05, 0.0204751
0.5867, 1.59442, 0.619835, 3.09413e-05
-0.283358, 0.493599, 0.00204951, 0.738994
0.73844, -1.64969, 0.972372, 0.999999
0.262421, 1.50596, 0.11337, 0.000497904
-0.166405, -0.415578, 0.204511, 6.90596e-05
-1.95147, 0.712922, 4.2248e-05, 0.00242656
-0.692693, -1.11442, 7.64452e-05, 0.743371
-0.57574, -1.38304, 0.000947791, 0.266382
-1.02183, 0.540782, 5.90391e-05, 0.31326
0.319872, 0.740068, 0.306361, 1.01131e-05
1.47093, 0.511087, 0.999642, 0.800803
1.04155, -1.61107, 0.994485, 0.0343486
-0.107929, -1.22809, 0.00622677, 0.266863
0.0675001, -0.521188, 0.046444, 8.44017e-06
1.27143, 0.522705, 0.998013, 0.961549
-1.76476, -1.03642, 0.0462275, 0.540843
0.670257, 1.15993, 0.840098, 0.0146187
0.692274, -0.833963, 0.873254, 4.02645e-05
-0.283358, -1.50317, 0.00677557, 0.0233403
0.434852, -0.899169, 0.846669, 0.000138572
0.99811, 0.305271, 0.997408, 0.117697
0.65842, 1.09766, 0.649147, 0.00654099
-1.03667, -2.71659, 0.00432427, 6.2612e-08
1.26302, -0.167021, 0.998949, 0.274148
-1.70218, -1.1243, 0.000482784, 8.79627e-07
-1.19949, -0.0281494, 5.20165e-05, 0.00389449
-1.9379, 1.96843, 0.000478399, 8.52805e-07
1.46444, 0.611038, 0.99978, 0.999876
-0.224882, 0.527997, 0.00353497, 0.461695
0.0675001, -0.664878, 0.0213532, 4.34268e-05
0.476835, 0.278595, 0.065727, 3.70925e-06
0.272168, -0.48446, 0.313395, 2.30755e-05
-0.595232, -0.707078, 0.000243785, 0.383536
-0.793402, -0.12966, 6.65015e-05, 0.58961
-0.372612, -0.495189, 0.00056242, 0.296606
0.476835, 0.182172, 0.321086, 5.74768e-06
-0.809646, 1.25835, 0.000321501, 0.579248
1.07459, 0.662565, 0.99961, 0.999415
